CompanyId;OpportunitiesId;quarter;InitialValue;ClosedValue;TTC;budget;hoursLeft;idx;outcome
e6c258674d561c2b6fdac38a79d57243;dkKfhsTUf43vIb191SlWcUd9,2019 Q1;893;554;103;262.5;1082;0;WON
e6c258674d561c2b6fdac38a79d57243;dQ2HAhMQyFHItkmYHSfQv75G,2019 Q1;121;0;117;816.5;965;1;LOST
e6c258674d561c2b6fdac38a79d57243;W4AilxjjHKbJ1Fv6LOplUDhN,2019 Q1;846;0;87;816.5;878;2;LOST
e6c258674d561c2b6fdac38a79d57243;QFDn3E5XYe3cQC4nwBrur1ln,2019 Q1;269;0;102;816.5;776;3;LOST
e6c258674d561c2b6fdac38a79d57243;ru4z7K2vWXNoAqIaGKfm1DGW,2019 Q1;234;0;21;816.5;755;4;LOST
e6c258674d561c2b6fdac38a79d57243;LuRCn1iQlQ9duW0FSVUB2tG8,2019 Q1;745;0;130;816.5;625;5;LOST
e6c258674d561c2b6fdac38a79d57243;wELtlpInnuY902TzHoXmSiEG,2019 Q1;960;0;66;816.5;559;6;LOST
e6c258674d561c2b6fdac38a79d57243;Nat1Xk9zVWydQ49GzCFjblbB,2019 Q1;1211;0;44;816.5;515;7;LOST
e6c258674d561c2b6fdac38a79d57243;GiPqTs47DhiGBRg1LHjDP6Fw,2019 Q1;1162;0;40;816.5;475;8;LOST
e6c258674d561c2b6fdac38a79d57243;K6yd1fg5hf7s6yQEsYM0j5JY,2019 Q1;68;0;47;816.5;428;9;LOST
e6c258674d561c2b6fdac38a79d57243;yhjBtrcwzQx6fEQLatxv6pSS,2019 Q1;47;0;114;816.5;314;10;LOST
e6c258674d561c2b6fdac38a79d57243;2yFuNQZzxkmHggwqAEYLz7Ln,2019 Q1;752;0;101;816.5;213;11;LOST
e6c258674d561c2b6fdac38a79d57243;GaFFnJnsRcy5CnkIsjhelxBd,2019 Q1;553;0;52;816.5;161;12;LOST
e6c258674d561c2b6fdac38a79d57243;f9tOCR9kV91w1AigE6nCxwXb,2019 Q1;326;0;62;816.5;99;13;LOST
e6c258674d561c2b6fdac38a79d57243;zkdrTMJZkdVpAPrSdxcIfL6q,2019 Q1;642;0;74;816.5;25;14;LOST
