CompanyId;OpportunitiesId;quarter;InitialValue;ClosedValue;TTC;budget;hoursLeft;idx;outcome
437ba6fe24d7295ca42a59064db52b12;dkKfhsTUf43vIb191SlWcUd9,2019 Q1;893;0;103;262.5;1082;0;LOST
437ba6fe24d7295ca42a59064db52b12;dQ2HAhMQyFHItkmYHSfQv75G,2019 Q2;121;0;117;603;1083;1;LOST
437ba6fe24d7295ca42a59064db52b12;W4AilxjjHKbJ1Fv6LOplUDhN,2019 Q1;846;0;87;262.5;878;2;LOST
437ba6fe24d7295ca42a59064db52b12;QFDn3E5XYe3cQC4nwBrur1ln,2019 Q2;269;0;102;603;981;3;LOST
437ba6fe24d7295ca42a59064db52b12;ru4z7K2vWXNoAqIaGKfm1DGW,2019 Q2;234;0;21;603;960;4;LOST
437ba6fe24d7295ca42a59064db52b12;LuRCn1iQlQ9duW0FSVUB2tG8,2019 Q2;745;0;130;603;830;5;LOST
437ba6fe24d7295ca42a59064db52b12;wELtlpInnuY902TzHoXmSiEG,2019 Q2;960;0;66;603;764;6;LOST
437ba6fe24d7295ca42a59064db52b12;Nat1Xk9zVWydQ49GzCFjblbB,2019 Q2;1211;0;44;603;720;7;LOST
437ba6fe24d7295ca42a59064db52b12;GiPqTs47DhiGBRg1LHjDP6Fw,2019 Q2;1162;0;40;603;680;8;LOST
437ba6fe24d7295ca42a59064db52b12;K6yd1fg5hf7s6yQEsYM0j5JY,2019 Q1;68;0;47;262.5;428;9;LOST
437ba6fe24d7295ca42a59064db52b12;yhjBtrcwzQx6fEQLatxv6pSS,2019 Q2;47;0;114;603;566;10;LOST
437ba6fe24d7295ca42a59064db52b12;2yFuNQZzxkmHggwqAEYLz7Ln,2019 Q2;752;0;101;603;465;11;LOST
437ba6fe24d7295ca42a59064db52b12;GaFFnJnsRcy5CnkIsjhelxBd,2019 Q1;553;498;52;262.5;161;12;WON
437ba6fe24d7295ca42a59064db52b12;f9tOCR9kV91w1AigE6nCxwXb,2019 Q2;326;0;62;603;403;13;LOST
437ba6fe24d7295ca42a59064db52b12;zkdrTMJZkdVpAPrSdxcIfL6q,2019 Q2;642;0;74;603;329;14;LOST
437ba6fe24d7295ca42a59064db52b12;9vJpELnO1QYqr1IcaKwa1xw9,2019 Q2;803;0;71;603;258;15;LOST
437ba6fe24d7295ca42a59064db52b12;I3CZYQPnrloWpgKFWccnW06E,2019 Q2;52;0;54;603;204;16;LOST
437ba6fe24d7295ca42a59064db52b12;ATercEIa2KA3rog70kS7mqyY,2019 Q2;281;0;123;603;81;17;LOST
437ba6fe24d7295ca42a59064db52b12;lJQMZOhr9AC0qRwf1P8b3I0a,2019 Q2;866;0;74;603;7;18;LOST
