CompanyId;OpportunitiesId;quarter;InitialValue;ClosedValue;TTC;budget;hoursLeft;idx;outcome
737962add6b0f4823171184ee18ac3dd;dkKfhsTUf43vIb191SlWcUd9,2019 Q1;893;0;103;262.5;1082;0;LOST
737962add6b0f4823171184ee18ac3dd;dQ2HAhMQyFHItkmYHSfQv75G,2019 Q1;121;0;117;262.5;965;1;LOST
737962add6b0f4823171184ee18ac3dd;W4AilxjjHKbJ1Fv6LOplUDhN,2019 Q1;846;973;87;262.5;878;2;WON
737962add6b0f4823171184ee18ac3dd;QFDn3E5XYe3cQC4nwBrur1ln,2019 Q1;269;0;102;1235.5;776;3;LOST
737962add6b0f4823171184ee18ac3dd;ru4z7K2vWXNoAqIaGKfm1DGW,2019 Q1;234;0;21;1235.5;755;4;LOST
737962add6b0f4823171184ee18ac3dd;LuRCn1iQlQ9duW0FSVUB2tG8,2019 Q1;745;0;130;1235.5;625;5;LOST
737962add6b0f4823171184ee18ac3dd;wELtlpInnuY902TzHoXmSiEG,2019 Q1;960;0;66;1235.5;559;6;LOST
737962add6b0f4823171184ee18ac3dd;Nat1Xk9zVWydQ49GzCFjblbB,2019 Q1;1211;0;44;1235.5;515;7;LOST
737962add6b0f4823171184ee18ac3dd;GiPqTs47DhiGBRg1LHjDP6Fw,2019 Q1;1162;0;40;1235.5;475;8;LOST
737962add6b0f4823171184ee18ac3dd;K6yd1fg5hf7s6yQEsYM0j5JY,2019 Q1;68;35;47;1235.5;428;9;WON
737962add6b0f4823171184ee18ac3dd;yhjBtrcwzQx6fEQLatxv6pSS,2019 Q1;47;0;114;1270.5;314;10;LOST
737962add6b0f4823171184ee18ac3dd;2yFuNQZzxkmHggwqAEYLz7Ln,2019 Q1;752;0;101;1270.5;213;11;LOST
737962add6b0f4823171184ee18ac3dd;GaFFnJnsRcy5CnkIsjhelxBd,2019 Q1;553;0;52;1270.5;161;12;LOST
737962add6b0f4823171184ee18ac3dd;f9tOCR9kV91w1AigE6nCxwXb,2019 Q1;326;0;62;1270.5;99;13;LOST
737962add6b0f4823171184ee18ac3dd;zkdrTMJZkdVpAPrSdxcIfL6q,2019 Q1;642;0;74;1270.5;25;14;LOST
