CompanyId;OpportunitiesId;quarter;InitialValue;ClosedValue;TTC;budget;hoursLeft;idx;outcome
e6c258674d561c2b6fdac38a79d57243;dkKfhsTUf43vIb191SlWcUd9,2019 Q1;893;554;103;262.5;1082;0;WON
e6c258674d561c2b6fdac38a79d57243;dQ2HAhMQyFHItkmYHSfQv75G,2019 Q2;121;133;117;659;1083;1;WON
e6c258674d561c2b6fdac38a79d57243;W4AilxjjHKbJ1Fv6LOplUDhN,2019 Q1;846;0;87;816.5;878;2;LOST
e6c258674d561c2b6fdac38a79d57243;QFDn3E5XYe3cQC4nwBrur1ln,2019 Q2;269;0;102;792;981;3;LOST
e6c258674d561c2b6fdac38a79d57243;ru4z7K2vWXNoAqIaGKfm1DGW,2019 Q2;234;0;21;792;960;4;LOST
e6c258674d561c2b6fdac38a79d57243;LuRCn1iQlQ9duW0FSVUB2tG8,2019 Q2;745;0;130;792;830;5;LOST
e6c258674d561c2b6fdac38a79d57243;wELtlpInnuY902TzHoXmSiEG,2019 Q2;960;0;66;792;764;6;LOST
e6c258674d561c2b6fdac38a79d57243;Nat1Xk9zVWydQ49GzCFjblbB,2019 Q2;1211;1259;44;792;720;7;WON
e6c258674d561c2b6fdac38a79d57243;GiPqTs47DhiGBRg1LHjDP6Fw,2019 Q2;1162;0;40;2051;680;8;LOST
e6c258674d561c2b6fdac38a79d57243;K6yd1fg5hf7s6yQEsYM0j5JY,2019 Q1;68;0;47;816.5;428;9;LOST
e6c258674d561c2b6fdac38a79d57243;yhjBtrcwzQx6fEQLatxv6pSS,2019 Q2;47;0;114;2051;566;10;LOST
e6c258674d561c2b6fdac38a79d57243;2yFuNQZzxkmHggwqAEYLz7Ln,2019 Q2;752;0;101;2051;465;11;LOST
e6c258674d561c2b6fdac38a79d57243;GaFFnJnsRcy5CnkIsjhelxBd,2019 Q1;553;0;52;816.5;161;12;LOST
e6c258674d561c2b6fdac38a79d57243;f9tOCR9kV91w1AigE6nCxwXb,2019 Q2;326;0;62;2051;403;13;LOST
e6c258674d561c2b6fdac38a79d57243;zkdrTMJZkdVpAPrSdxcIfL6q,2019 Q2;642;0;74;2051;329;14;LOST
e6c258674d561c2b6fdac38a79d57243;9vJpELnO1QYqr1IcaKwa1xw9,2019 Q2;803;0;71;2051;258;15;LOST
e6c258674d561c2b6fdac38a79d57243;I3CZYQPnrloWpgKFWccnW06E,2019 Q2;52;0;54;2051;204;16;LOST
e6c258674d561c2b6fdac38a79d57243;ATercEIa2KA3rog70kS7mqyY,2019 Q2;281;0;123;2051;81;17;LOST
e6c258674d561c2b6fdac38a79d57243;lJQMZOhr9AC0qRwf1P8b3I0a,2019 Q2;866;927;74;2051;7;18;WON
