CompanyId;OpportunitiesId;quarter;InitialValue;ClosedValue;TTC;budget;hoursLeft;idx;outcome
e6c258674d561c2b6fdac38a79d57243;QFDn3E5XYe3cQC4nwBrur1ln,2019 Q3;269;0;102;434.5;603;3;LOST
e6c258674d561c2b6fdac38a79d57243;ru4z7K2vWXNoAqIaGKfm1DGW,2019 Q3;234;0;21;434.5;582;4;LOST
e6c258674d561c2b6fdac38a79d57243;wELtlpInnuY902TzHoXmSiEG,2019 Q3;960;0;66;434.5;516;6;LOST
e6c258674d561c2b6fdac38a79d57243;yhjBtrcwzQx6fEQLatxv6pSS,2019 Q3;47;0;114;434.5;402;10;LOST
e6c258674d561c2b6fdac38a79d57243;f9tOCR9kV91w1AigE6nCxwXb,2019 Q3;326;0;62;434.5;340;13;LOST
e6c258674d561c2b6fdac38a79d57243;9vJpELnO1QYqr1IcaKwa1xw9,2019 Q3;803;0;71;434.5;269;15;LOST
e6c258674d561c2b6fdac38a79d57243;I3CZYQPnrloWpgKFWccnW06E,2019 Q3;52;60;54;434.5;215;16;WON
e6c258674d561c2b6fdac38a79d57243;fT7n98qHwjQSnhE8tNNQoynm,2019 Q3;324;0;35;494.5;180;19;LOST
e6c258674d561c2b6fdac38a79d57243;VD5z2AzQnDjxrs9YgY9r7zcb,2019 Q3;233;0;54;494.5;126;20;LOST
e6c258674d561c2b6fdac38a79d57243;59nkb9gNXu1Uk8ybsxWPyg4i,2019 Q3;891;775;40;494.5;86;21;WON
e6c258674d561c2b6fdac38a79d57243;UJWsyt5jDrUgSj4HEx7yLjSM,2019 Q3;566;0;67;1269.5;19;22;LOST
