CompanyId;OpportunitiesId;quarter;InitialValue;ClosedValue;TTC;budget;hoursLeft;idx;outcome
595c32c9d98776c9c7b553e2ffb7c2d6;dkKfhsTUf43vIb191SlWcUd9,2019 Q1;893;0;103;262.5;1082;0;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;dQ2HAhMQyFHItkmYHSfQv75G,2019 Q2;121;0;117;105;1083;1;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;W4AilxjjHKbJ1Fv6LOplUDhN,2019 Q1;846;0;87;262.5;878;2;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;QFDn3E5XYe3cQC4nwBrur1ln,2019 Q2;269;0;102;105;981;3;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;ru4z7K2vWXNoAqIaGKfm1DGW,2019 Q2;234;0;21;105;960;4;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;LuRCn1iQlQ9duW0FSVUB2tG8,2019 Q2;745;842;130;105;830;5;WON
595c32c9d98776c9c7b553e2ffb7c2d6;wELtlpInnuY902TzHoXmSiEG,2019 Q2;960;0;66;947;764;6;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;Nat1Xk9zVWydQ49GzCFjblbB,2019 Q2;1211;0;44;947;720;7;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;GiPqTs47DhiGBRg1LHjDP6Fw,2019 Q2;1162;0;40;947;680;8;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;K6yd1fg5hf7s6yQEsYM0j5JY,2019 Q1;68;0;47;262.5;428;9;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;yhjBtrcwzQx6fEQLatxv6pSS,2019 Q2;47;0;114;947;566;10;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;2yFuNQZzxkmHggwqAEYLz7Ln,2019 Q2;752;0;101;947;465;11;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;GaFFnJnsRcy5CnkIsjhelxBd,2019 Q1;553;0;52;262.5;161;12;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;f9tOCR9kV91w1AigE6nCxwXb,2019 Q2;326;0;62;947;403;13;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;zkdrTMJZkdVpAPrSdxcIfL6q,2019 Q2;642;0;74;947;329;14;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;9vJpELnO1QYqr1IcaKwa1xw9,2019 Q2;803;0;71;947;258;15;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;I3CZYQPnrloWpgKFWccnW06E,2019 Q2;52;0;54;947;204;16;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;ATercEIa2KA3rog70kS7mqyY,2019 Q2;281;0;123;947;81;17;LOST
595c32c9d98776c9c7b553e2ffb7c2d6;lJQMZOhr9AC0qRwf1P8b3I0a,2019 Q2;866;0;74;947;7;18;LOST
